user_id,segment,platform_pref,baseline_motivation,outcome_label
U00123,high,web,1.399964849382059,1
U00124,mid,web,0.8962911095317947,0
U00125,mid,mobile,0.6404612383662387,0
U00126,mid,web,0.8657921180873979,1
U00127,mid,mobile,0.7108233002648187,0
U00128,low,mobile,-0.4008805730166285,0
U00129,mid,mobile,0.6215760888686066,1
U00130,mid,mobile,0.3496705571787721,1
U00131,mid,web,0.6879273212033987,1
U00132,low,mobile,-0.2531914709730916,1
U00133,low,mobile,-0.017944008409583934,0
U00134,low,web,0.13456035801467048,0
U00135,high,mobile,1.3060129411202932,1
U00136,high,web,1.2393552193313915,1
U00137,high,mobile,1.3042334511464224,1
U00138,high,web,1.3659038084048145,1
U00139,mid,mobile,0.3035629205114358,0
U00140,low,web,0.2873584749319351,1
U00141,low,mobile,0.3723043741776981,1
U00142,low,web,-0.0923637917017811,0
U00143,high,web,1.4707171779138795,0
U00144,mid,mobile,0.4811199295602529,0
U00145,mid,web,0.5283966623851142,1
U00146,mid,mobile,0.32356369692459197,1
U00147,high,mobile,1.2949394176926403,1
U00148,low,mobile,0.3320742478921211,0
U00149,high,web,0.986049517742062,0
U00150,mid,mobile,0.5621511318127189,0
U00151,mid,web,0.8641323311056334,0
U00152,mid,mobile,0.8134444833143966,1
U00153,mid,mobile,0.676675422636494,1
U00154,mid,web,0.9902025120252599,1
U00155,high,web,1.232038118663415,0
U00156,mid,web,0.666614074523651,1
U00157,mid,web,0.43332623881011884,1
U00158,high,mobile,0.9765231774020784,0
U00159,high,web,1.5874462324859033,1
U00160,high,mobile,1.2695416904901913,1
U00161,mid,mobile,0.6370651298830764,1
U00162,mid,mobile,0.8127703065468717,1
U00163,mid,mobile,1.1195347453191664,1
U00164,mid,mobile,0.6183040356346416,0
U00165,low,web,0.0573981047089489,0
U00166,low,web,-0.11288429729644198,0
U00167,mid,web,0.7331170472626858,0
U00168,low,web,0.02843781661107704,1
U00169,mid,web,0.7871094250930298,0
U00170,mid,web,0.2018376009752004,0
U00171,low,web,0.3237962454929215,0
U00172,mid,web,0.007094232431669701,0
U00173,low,mobile,0.20872106786591185,1
U00174,mid,mobile,0.2878083294011114,0
U00175,mid,mobile,0.5827798696357903,0
U00176,high,web,1.3336652036215995,1
U00177,high,mobile,1.5257873895247982,1
U00178,mid,mobile,0.8671568672640466,0
U00179,high,web,1.1114928576215632,1
U00180,high,mobile,1.251645764664539,0
U00181,mid,web,0.4117755808150083,0
U00182,low,web,-0.2914397680451286,1
U00183,mid,web,0.8295625321467127,1
U00184,mid,web,0.26270636975317957,1
U00185,low,mobile,0.05519334363756128,1
U00186,mid,mobile,0.6406776481239886,0
U00187,mid,web,0.7325331940770967,1
U00188,low,web,0.1741045002021649,1
U00189,low,web,0.02322919541635582,1
U00190,mid,mobile,0.3511056424797849,0
U00191,mid,web,0.4222405373538163,0
U00192,mid,mobile,0.6102284117104323,1
U00193,high,web,1.3478825344601895,1
U00194,high,mobile,1.3096855841659598,1
U00195,mid,mobile,0.586403948803119,0
U00196,mid,mobile,0.6379686785674886,0
U00197,low,mobile,0.411987496264858,0
U00198,low,mobile,-0.5024804914499688,0
U00199,low,mobile,-0.1680332553567148,1
U00200,high,mobile,0.9646770561141396,1
U00201,mid,mobile,0.9222232296999242,1
U00202,low,web,0.5553247127032772,1
U00203,mid,web,0.2696481703641465,0
U00204,high,mobile,1.0958823174289178,1
U00205,low,web,-0.34374051491053204,1
U00206,mid,mobile,0.8548894433882478,1
U00207,mid,mobile,0.7082263221609063,1
U00208,low,web,-0.3213993293462021,0
U00209,high,web,1.2470552223176528,0
U00210,mid,mobile,0.43868021913852545,0
U00211,mid,mobile,0.6483289043353503,1
U00212,high,mobile,1.1118695156860514,1
U00213,high,web,1.0760668131742772,1
U00214,high,web,1.1176723355567582,0
U00215,mid,web,0.11744393381410191,1
U00216,mid,mobile,0.5189461469101336,1
U00217,mid,web,0.5427554100318661,1
U00218,low,web,0.24489028561911935,0
U00219,mid,mobile,0.7398393463389775,1
U00220,low,web,0.015668709482873494,1
U00221,high,mobile,0.8538656788985562,1
U00222,mid,mobile,0.969565002591209,1
U00223,high,web,0.9792518604435985,1
U00224,high,web,1.0261905504270434,0
U00225,mid,web,0.5352416591426798,0
U00226,low,mobile,-0.12560577369812814,0
U00227,mid,mobile,0.2588695567968965,1
U00228,mid,mobile,0.4954562607660639,1
U00229,mid,mobile,0.654473951054848,0
U00230,mid,web,0.7671615792628674,1
U00231,high,mobile,1.277020623879548,0
U00232,mid,mobile,0.5666144139782869,1
U00233,mid,web,0.850345001713039,1
U00234,mid,mobile,0.49983100611281095,1
U00235,low,web,0.2977004302947473,1
U00236,high,mobile,1.1150452544413818,1
U00237,mid,web,0.790410730627978,0
U00238,low,web,-0.09560408349036145,1
U00239,high,web,1.0169687768308147,1
U00240,mid,web,0.5509878697618595,1
U00241,high,web,1.4098347242882698,1
U00242,mid,web,0.7117097918548446,1
U00243,mid,web,0.5972706416409407,0
U00244,high,mobile,1.1975830698423464,1
U00245,mid,web,0.28730441042626226,0
U00246,mid,mobile,0.3955439436705341,0
U00247,mid,web,0.14385243092561537,0
U00248,mid,mobile,0.8922357733440658,1
U00249,mid,mobile,0.3719678161747539,1
U00250,mid,mobile,0.6116548661870893,1
U00251,high,web,1.2556287452909254,1
U00252,high,web,1.361401656388894,1
U00253,high,mobile,1.4003490795303013,1
U00254,mid,mobile,0.22803291869087422,1
U00255,high,mobile,1.559518904486863,1
U00256,high,mobile,1.0213738756830275,1
U00257,mid,mobile,0.39698641885423674,1
U00258,mid,mobile,0.8272097367110857,1
U00259,low,web,0.2599066023744755,0
U00260,mid,web,0.7270742285722555,0
U00261,mid,web,0.6681582816004211,1
U00262,mid,web,0.48876160823017495,1
U00263,mid,mobile,0.9457990681771407,1
U00264,mid,mobile,0.8701250241905314,1
U00265,high,web,0.9813057259076033,1
U00266,high,web,0.939469576633107,1
U00267,high,web,1.559512233328928,0
U00268,mid,web,0.6497574619602166,1
U00269,low,web,-0.1706067993470717,0
U00270,mid,web,0.34993689221537067,1
U00271,mid,mobile,0.24265849772638437,1
U00272,high,mobile,1.4118447477792642,1
U00273,low,web,-0.11126133199228777,0
U00274,mid,web,0.6758560068730326,1
U00275,mid,mobile,0.5735542686937656,0
U00276,low,web,0.15430779870263117,0
U00277,high,mobile,1.2505769629939798,1
U00278,mid,web,0.6622905668606879,0
U00279,mid,mobile,0.6546408045704245,0
U00280,low,web,0.4594442349791156,1
U00281,low,mobile,-0.19051987818357177,1
U00282,mid,mobile,0.6058219893153338,1
U00283,mid,web,0.8428379657857004,1
U00284,mid,mobile,0.9122876403607146,1
U00285,high,mobile,1.0494216165542758,1
U00286,low,web,0.45687132092112615,1
U00287,mid,web,0.981012042812894,0
U00288,mid,mobile,0.5813402700693017,1
U00289,mid,web,1.235770735873507,1
U00290,mid,web,0.7937995740551715,0
U00291,low,web,0.3271503399730278,0
U00292,mid,web,0.6027970443730585,0
U00293,high,mobile,0.8126066134589168,0
U00294,low,web,-0.2605747838898528,1
U00295,low,mobile,-0.07337654114307018,1
U00296,high,web,1.1186112502454881,1
U00297,mid,web,0.6557728569294478,1
U00298,mid,mobile,0.6126004736669399,1
U00299,mid,web,0.5975361414141377,1
U00300,mid,mobile,0.5944035086939564,1
U00301,low,mobile,-0.17777622522938955,1
U00302,low,web,0.17222916679217673,0
U00303,mid,mobile,0.09966003116806904,1
U00304,low,mobile,-0.039432221873803686,1
U00305,high,web,1.1376507338355106,1
U00306,low,mobile,-0.11557948986888575,0
U00307,mid,web,0.6779383410640004,1
U00308,low,mobile,0.49706902678731557,0
U00309,low,web,0.04364213769297518,1
U00310,high,web,0.9847509599362463,0
U00311,high,web,1.311116417730025,1
U00312,high,mobile,1.4315015516042267,0
U00313,low,web,0.23235335178143054,1
U00314,high,web,1.1364186902743074,1
U00315,low,mobile,-0.04286230479918432,0
U00316,mid,web,0.5660560407159243,1
U00317,mid,web,0.6151426575913667,0
U00318,high,mobile,1.4330615071094353,0
U00319,low,web,0.24738672150890054,0
U00320,high,web,1.3880578929767178,0
U00321,high,mobile,1.3772787919135905,0
U00322,mid,web,0.6578718313914222,1
U00323,mid,web,0.013881124829444803,1
U00324,low,mobile,-0.33086585185135453,1
U00325,high,mobile,0.9675142439720138,1
U00326,high,web,1.1031939736854648,1
U00327,mid,mobile,0.6816072353762533,1
U00328,high,mobile,0.9995312038618397,1
U00329,mid,web,0.3270516695596869,0
U00330,mid,web,0.7848715514374868,1
U00331,high,web,1.1787636138754847,1
U00332,mid,mobile,0.4000575542661237,1
U00333,mid,web,0.5175326255590539,1
U00334,mid,web,0.6926739612065373,1
U00335,mid,web,0.7471166184856747,0
U00336,low,web,-0.2510672745226873,1
U00337,low,mobile,0.25107809945137083,0
U00338,mid,mobile,0.7741111218839453,1
U00339,low,web,0.4287019678764763,1
U00340,mid,mobile,0.7533645743568487,1
U00341,mid,mobile,0.7647506263752364,1
U00342,mid,web,0.5171053868328283,0
U00343,mid,web,0.6680419953736676,1
U00344,mid,mobile,0.7512496327259612,1
U00345,high,web,1.4884609582372488,1
U00346,low,mobile,-0.16126092739657558,1
U00347,mid,web,0.5452298988907526,0
U00348,high,web,1.2679750722385408,0
U00349,low,web,0.25403366700055957,1
U00350,mid,mobile,0.16395798710210516,1
U00351,mid,mobile,0.8091064549579361,1
U00352,low,web,-0.025090269349224953,1
U00353,high,web,1.19972146971133,0
U00354,mid,web,0.7611357278485001,1
U00355,low,web,0.3434735320543503,1
U00356,mid,mobile,0.44753530839446953,0
U00357,high,mobile,1.308518892658392,1
U00358,low,mobile,-0.21043888221959814,0
U00359,low,mobile,0.7112825362647291,0
U00360,mid,web,0.629968482797456,1
U00361,mid,web,0.6889453636390466,1
U00362,mid,web,0.5087057711550554,1
U00363,low,web,0.08493703839967827,0
U00364,mid,mobile,0.8890251913853068,0
U00365,high,mobile,0.9770766073864146,0
U00366,mid,mobile,0.41742440265623454,1
U00367,high,web,1.7618421722459006,1
U00368,low,mobile,0.16093812010041197,0
U00369,high,mobile,1.2123832967359918,1
U00370,low,mobile,-0.24952741494971267,0
U00371,low,web,0.030824977478571658,1
U00372,mid,web,0.7589864505831255,0
U00373,mid,mobile,0.84525859112979,0
U00374,high,mobile,1.394732702268818,1
U00375,mid,web,0.7228198354225247,1
U00376,high,mobile,0.9805324650905912,0
U00377,low,mobile,-0.09864986378126372,0
U00378,mid,web,0.8974796579371725,1
U00379,low,web,0.0398907007324143,1
U00380,high,mobile,1.4267360957513402,1
U00381,high,web,1.0022745701130786,1
U00382,high,web,1.0500373323430965,0
U00383,low,web,0.03246121766572596,0
U00384,low,web,0.039025972455665574,1
U00385,low,mobile,0.034231643885911794,1
U00386,low,web,0.05876555615094535,0
U00387,mid,web,0.6074455672843153,0
U00388,mid,mobile,0.9437590006099719,1
U00389,mid,web,0.4913658337887772,1
U00390,low,web,0.2182717995068688,1
U00391,high,web,1.406039080630546,1
U00392,mid,mobile,0.6545290526864257,1
U00393,mid,web,0.6221226245157355,1
U00394,low,mobile,-0.5127180321350217,1
U00395,high,web,1.1273478704862387,1
U00396,mid,mobile,0.4029683935378347,1
U00397,mid,mobile,0.9603483895494294,0
U00398,high,web,0.9701592005623411,1
U00399,mid,web,0.4004296033511948,1
U00400,low,mobile,-0.09049361457756444,1
U00401,mid,web,0.6834943917484029,1
U00402,mid,mobile,0.4399576606796299,1
U00403,high,web,0.9247225001844104,0
U00404,low,mobile,0.25324134511864976,1
U00405,low,web,0.3518776927466397,0
U00406,low,web,0.5834483712970467,0
U00407,mid,web,0.41469337776856985,0
U00408,high,web,0.9354917733416641,1
U00409,mid,web,0.5795206586777807,1
U00410,low,web,-0.07808426610317717,1
U00411,high,web,1.2595022142371108,0
U00412,mid,web,0.5628086645627902,0
U00413,low,web,-0.24450231921196655,1
U00414,high,mobile,0.9609282051403794,1
U00415,low,mobile,0.42264094058029356,1
U00416,mid,mobile,0.41982060093908496,0
U00417,mid,web,0.4846705415532614,0
U00418,mid,mobile,0.4900894757739834,1
U00419,low,web,0.12162638548036545,0
U00420,mid,mobile,0.6053170682652197,1
U00421,mid,web,0.9103760240244977,0
U00422,low,mobile,0.5208965523845056,0
U00423,mid,web,0.6135973252102177,0
U00424,low,mobile,0.05710887244591296,1
U00425,mid,web,0.9033585314278496,0
U00426,mid,mobile,0.4549216955984049,0
U00427,mid,web,0.5922923476313174,1
U00428,high,web,1.399867266494898,1
U00429,mid,web,0.5105684685340106,1
U00430,low,web,-0.10901427871144678,1
U00431,low,mobile,0.24838867372639167,0
U00432,high,mobile,1.125011062030173,0
U00433,low,mobile,0.10583882902863886,0
U00434,high,mobile,1.2727396300685925,0
U00435,high,mobile,0.7658769180409176,1
U00436,mid,web,0.6120936896234735,1
U00437,low,web,0.09419157228740846,0
U00438,mid,mobile,0.6339413090285624,1
U00439,high,mobile,0.7741604221599964,0
U00440,mid,mobile,0.2848761345658769,1
U00441,low,web,-0.14133779870219088,1
U00442,low,web,-0.5365420337057158,0
U00443,low,web,0.03722435299077188,1
U00444,low,mobile,0.4082254835256741,1
U00445,mid,web,0.36399984430654814,1
U00446,low,mobile,0.20098850518390288,0
U00447,mid,mobile,0.5594116112649259,1
U00448,mid,web,0.8380827126587488,1
U00449,high,mobile,1.1955504410301578,0
U00450,mid,web,0.7934932545850021,1
U00451,mid,web,0.575238141134068,1
U00452,high,web,0.9850467972364572,1
U00453,low,web,0.20299289553168848,0
U00454,low,web,0.26447200260829484,0
U00455,low,mobile,-0.09947069090462377,1
U00456,mid,web,0.4946569216107583,1
U00457,low,mobile,0.18171086759700572,1
U00458,mid,web,0.5781709696877331,1
U00459,high,mobile,0.941623546353662,1
U00460,high,web,1.5825909615463505,1
U00461,high,web,1.0985789439143516,1
U00462,mid,web,0.5244386934483456,0
U00463,high,mobile,1.3724000100824267,1
U00464,high,web,0.9746024179598272,0
U00465,high,mobile,1.3919181051500147,1
U00466,low,mobile,0.20121377190892722,0
U00467,low,web,0.19113362225831565,0
U00468,mid,web,0.6582462833694759,1
U00469,low,mobile,-0.6167637384456859,0
U00470,mid,web,0.24958028545460573,1
U00471,mid,web,0.3826864280818819,0
U00472,low,web,-0.0679780059199192,0
U00473,mid,web,0.692442497802125,1
U00474,high,mobile,1.3205304892612997,1
U00475,mid,mobile,0.3180361142104379,0
U00476,high,web,1.159186096990313,1
U00477,high,web,1.3389341223256817,1
U00478,low,web,0.09780132762860715,0
U00479,high,mobile,1.6459463682819098,1
U00480,low,mobile,0.4419768626802427,1
U00481,high,web,1.3990980565890636,1
U00482,low,web,0.045693460445330895,1
U00483,mid,web,0.8802372550067792,0
U00484,mid,mobile,0.7648854124769959,0
U00485,high,mobile,1.3490997813049965,1
U00486,low,web,-0.11704835766019495,0
U00487,mid,web,0.5833102433546813,0
U00488,mid,mobile,0.3505365060611662,1
U00489,mid,web,0.6721183355313682,0
U00490,mid,web,0.5711944679890647,1
U00491,high,mobile,1.5032880201178807,0
U00492,low,web,0.018613747120117055,0
U00493,low,mobile,0.001188963749132091,0
U00494,mid,mobile,1.0599178186074638,0
U00495,mid,web,0.6714638845421254,0
U00496,mid,mobile,0.4292481554825176,1
U00497,mid,mobile,0.6080513004000926,1
U00498,mid,web,0.31457271956275173,0
U00499,mid,web,0.8250087843416051,1
U00500,mid,mobile,0.5618479079330903,0
U00501,mid,web,0.3085724174160887,0
U00502,high,web,1.2899956682693097,1
U00503,mid,mobile,0.6659887077314529,0
U00504,mid,web,0.7756117157816399,0
U00505,mid,web,0.6357481926572655,0
U00506,mid,web,0.4754919694668894,1
U00507,mid,web,0.37920227292566766,1
U00508,low,mobile,0.2779942557477628,0
U00509,mid,mobile,0.47507931835696415,1
U00510,mid,web,0.5576532394911211,1
U00511,mid,web,0.5913732820718185,1
U00512,mid,web,0.6135826338338671,0
U00513,mid,web,0.20050666142202803,0
U00514,high,mobile,1.057024687620498,1
U00515,mid,mobile,0.2130938528573764,1
U00516,low,mobile,0.04146861567927187,0
U00517,low,mobile,0.36971975975743465,1
U00518,high,web,0.7730612665046287,1
U00519,mid,web,0.661878314031389,1
U00520,mid,mobile,1.0017510772370277,0
U00521,high,mobile,0.8625304611173296,1
U00522,low,mobile,0.03477504424978753,0
U00523,mid,web,0.5790083687999654,0
U00524,mid,mobile,0.24385237848730584,0
U00525,mid,web,0.6791018212725016,1
U00526,high,web,1.0836557301595506,1
U00527,mid,mobile,0.47432577837610423,1
U00528,high,web,1.3618242621980488,1
U00529,mid,mobile,0.6279848624078227,0
U00530,mid,mobile,0.4119557582148566,0
U00531,mid,mobile,0.632411911812575,1
U00532,mid,web,0.6050257422432066,1
U00533,low,mobile,0.09676530797410299,1
U00534,low,web,0.10735589389624318,0
U00535,mid,mobile,0.669145315960316,0
U00536,high,web,1.310040499205288,1
U00537,high,web,0.8758172963383696,1
U00538,mid,web,0.4030010144551116,1
U00539,mid,web,0.3180060593832248,0
U00540,mid,mobile,0.6755941995989396,1
U00541,mid,web,0.6477201581856887,1
U00542,high,mobile,1.1890130267594163,1
U00543,high,web,0.9156472701310854,0
U00544,high,web,1.301615821039813,1
U00545,low,mobile,0.004049768573063647,0
U00546,mid,web,0.5914842757911112,0
U00547,high,mobile,1.3064258747762876,0
U00548,high,mobile,1.2648025048379958,1
U00549,high,web,1.209311494665572,1
U00550,low,web,0.14810527944204532,0
U00551,low,mobile,0.4976130744790058,1
U00552,high,mobile,0.9560248510316957,1
U00553,mid,mobile,0.5965924221325074,1
U00554,low,mobile,-0.34130507882571226,0
U00555,mid,mobile,0.5592436277750904,1
U00556,mid,mobile,0.1171784297937925,1
U00557,high,web,1.2106915825234947,1
U00558,mid,mobile,0.5642689661972219,1
U00559,low,mobile,0.41822069218866587,0
U00560,mid,mobile,0.5527107160070973,1
U00561,high,mobile,0.8480368584609068,0
U00562,mid,mobile,1.0773903599147845,1
U00563,mid,mobile,0.9596575401846126,0
U00564,low,web,0.15599185709336194,1
U00565,low,web,-0.07467010899620743,0
U00566,mid,mobile,0.6270246903736164,1
U00567,mid,mobile,0.2769898218830424,1
U00568,mid,mobile,0.4547969804598046,0
U00569,high,web,0.9949179744444191,1
U00570,mid,web,0.47209932182250486,1
U00571,mid,mobile,0.649589512170375,1
U00572,mid,mobile,0.4930377323562884,1
U00573,mid,web,0.32361019372727345,0
U00574,mid,mobile,0.3501880058643894,1
U00575,mid,mobile,1.0749213100052863,1
U00576,high,web,0.9744093952988662,1
U00577,mid,mobile,0.13492572502514258,0
U00578,mid,web,0.5093123403262814,0
U00579,mid,web,0.5672092999946007,1
U00580,low,web,0.2602476798487433,0
U00581,high,mobile,1.2253193420555386,0
U00582,low,web,0.25157278902717706,0
U00583,high,web,0.9204627673763192,0
U00584,high,mobile,1.4254709523284843,1
U00585,high,mobile,1.0941455386600214,1
U00586,low,mobile,0.07728226759350929,1
U00587,mid,web,0.3116042528719974,1
U00588,mid,web,0.32633314048977646,1
U00589,high,mobile,1.2222700858796223,1
U00590,high,web,1.3013166308380508,1
U00591,mid,mobile,0.4450696287475874,0
U00592,high,mobile,1.101650516053973,1
U00593,high,mobile,1.0762106894817274,1
U00594,mid,mobile,0.8198383111095626,1
U00595,mid,mobile,1.0535288407798509,0
U00596,mid,web,0.3647599366713134,1
U00597,mid,mobile,0.3885690251723451,0
U00598,mid,web,0.35665631632271855,1
U00599,high,web,1.7619137940192784,1
U00600,high,mobile,1.109723109807121,0
U00601,low,web,0.5265229395319099,1
U00602,mid,mobile,0.33063949024408684,1
U00603,mid,mobile,0.8924710526946722,0
U00604,high,web,0.7127248673505354,1
U00605,low,web,0.4032209229307889,1
U00606,low,web,0.17538807670322604,1
U00607,high,web,1.1984190969253528,0
U00608,mid,mobile,0.22956762891975963,1
U00609,high,mobile,1.170385519090449,1
U00610,low,web,0.09007342941325552,0
U00611,mid,mobile,0.5180702143263995,1
U00612,low,web,0.2192587818066145,0
U00613,mid,mobile,0.7921468615188928,0
U00614,low,web,0.1684509613308799,1
U00615,mid,web,0.5075745849655109,1
U00616,low,mobile,0.22099557348788176,0
U00617,mid,mobile,0.7538472416074256,0
U00618,high,web,1.0240715145264987,0
U00619,mid,web,0.9117632495598171,1
U00620,low,mobile,0.28681801278586383,0
U00621,mid,web,0.6829232570053406,1
U00622,mid,web,0.6439169854359889,0
U00623,mid,mobile,0.41986156325746465,0
U00624,mid,web,0.7757908055401785,1
U00625,low,web,-0.4094321269336795,0
U00626,low,mobile,0.0038624724955208245,1
U00627,mid,web,0.646256404548673,1
U00628,mid,web,0.6950256134696018,0
U00629,mid,web,0.8087486795440989,0
U00630,high,mobile,1.3311236122342764,1
U00631,mid,web,0.804819767968205,1
U00632,low,web,0.047741935993145,0
U00633,low,web,0.15889246765997347,0
U00634,high,mobile,1.0767614520018611,0
U00635,mid,mobile,0.23432093771169948,0
U00636,mid,web,0.8850657886940612,0
U00637,high,web,1.4844212699847112,1
U00638,mid,web,0.19842138983906588,1
U00639,mid,mobile,0.6399270035823029,1
U00640,low,mobile,0.3561281688566724,0
U00641,mid,mobile,0.16879539149000372,1
U00642,high,web,0.889796117530389,1
U00643,mid,web,0.3848528082709535,1
U00644,low,web,0.25073423593880556,1
U00645,high,mobile,0.9678176087226521,0
U00646,high,mobile,1.1060326983002546,1
U00647,low,mobile,0.22745517694402947,0
U00648,high,mobile,1.4380611407020234,0
U00649,mid,web,0.805069606851551,0
U00650,high,mobile,0.9812525876566658,1
U00651,mid,mobile,0.8257982201924035,1
U00652,mid,web,0.48337698553946173,1
U00653,mid,web,0.7464855619525677,0
U00654,high,web,1.0273628675311446,0
U00655,mid,web,0.9208458209370027,0
U00656,mid,mobile,0.4645451631981444,1
U00657,mid,mobile,0.6189653719460751,1
U00658,mid,mobile,0.5240647058303654,0
U00659,high,mobile,1.0181794222793288,1
U00660,high,web,1.2112823134339141,0
U00661,mid,web,0.4692073732726156,1
U00662,mid,mobile,0.7816125687035971,1
U00663,low,mobile,-0.046512909993889656,0
U00664,low,web,0.03227659323226567,1
U00665,high,mobile,1.2970187736994225,0
U00666,mid,web,0.5139083333076083,1
U00667,mid,web,0.5386605424348125,0
U00668,high,mobile,0.9319287583957592,1
U00669,mid,web,0.6434546316457248,1
U00670,high,web,1.2341250157079586,1
U00671,low,web,0.03698429614916093,0
U00672,mid,web,0.6396762321252879,1
U00673,mid,web,0.3279513124815651,0
U00674,low,mobile,0.15791511105912936,0
U00675,mid,mobile,0.6784021874731513,0
U00676,low,mobile,-0.03270545703241182,1
U00677,low,web,-0.06646942778010909,1
U00678,mid,web,0.31904169047793446,0
U00679,low,web,-0.17773277380393013,1
U00680,low,web,-0.21613549798697854,0
U00681,low,web,0.09745097109373847,1
U00682,low,web,0.09297923122399201,1
